466.282;-939
466.282;-986
466.575;-1925
470.529;-8538
471.2;-9128
471.206;-9250
471.664;-9607
471.67;-9761
471.774;-9806
471.78;-9864
472.368;-10330
472.637;-10676
472.741;-10738
472.778;-10746
473.115;-11042
473.411;-11388
473.629;-11422
473.63;-11553
473.686;-11558
473.905;-11723
473.955;-11768
474.028;-11854
474.114;-11937
474.23;-12069
474.445;-12113
474.447;-12143
474.449;-12234
474.52;-12238
474.568;-12244
474.572;-12365
474.739;-12403
474.796;-12409
474.805;-12449
474.86;-12535
475.024;-12614
475.092;-12659
475.096;-12749
475.311;-12824
475.314;-12914
475.432;-12925
475.434;-12955
475.436;-13046
475.66;-13090
475.705;-13129
475.74;-13215
475.788;-13221
475.924;-13294
476.007;-13339
476.045;-13426
476.225;-13504
476.343;-13515
476.346;-13605
476.347;-13636
476.35;-13726
476.574;-13770
476.666;-13805
476.699;-13811
476.701;-13902
476.993;-14016
476.997;-14106
477.31;-14195
477.314;-14316
477.537;-14360
477.664;-14492
477.668;-14582
478;-14661
478.002;-14696
478.225;-14740
478.352;-14872
478.356;-14962
478.688;-15041
478.689;-15172
479.054;-15243
479.409;-15412
479.422;-15552
479.787;-15623
480.131;-15633
480.142;-15792
480.142;-15923
480.534;-16052
480.863;-16054
480.867;-16143
480.877;-16185
480.908;-16221
480.925;-16303
481.238;-16313
481.251;-16354
481.317;-16432
481.647;-16524
481.691;-16601
481.692;-16732
482.021;-16824
482.035;-16865
482.431;-16953
482.445;-16994
482.529;-17112
482.826;-17122
482.839;-17163
482.858;-17204
483.183;-17255
483.268;-17333
483.612;-17384
483.625;-17466
483.663;-17502
483.664;-17633
483.678;-17674
484.021;-17766
484.254;-17853
484.45;-17895
484.562;-18013
484.868;-18064
484.919;-18146
485.138;-18192
485.338;-18219
485.348;-18275
485.409;-18352
485.766;-18485
485.767;-18575
486.001;-18662
486.358;-18754
486.734;-18955
486.952;-19001
487.178;-19028
487.25;-19052
487.324;-19134
487.612;-19157
487.626;-19294
487.844;-19340
488.216;-19473
488.218;-19563
488.619;-19568
488.668;-19674
489.007;-19701
489.244;-19716
489.244;-19779
489.258;-19853
489.26;-19943
489.661;-19948
489.731;-20016
490.049;-20081
490.185;-20118
490.201;-20282
490.802;-20387
490.859;-20396
490.99;-20420
490.992;-20510
491.329;-20662
491.831;-20735
491.929;-20767
492.117;-20800
492.119;-20890
492.62;-20963
492.924;-21106
493.054;-21115
493.114;-21229
493.74;-21334
493.844;-21343
494.147;-21486
494.337;-21609
496.016;-22053
496.04;-22088
496.535;-22124
496.693;-22193
497.153;-22256
497.181;-22345
497.347;-22433
498.467;-22691
498.96;-22784
499.126;-22872
499.142;-22912
499.597;-22940
499.601;-22975
502.476;-23731
502.93;-23759
502.934;-23794
502.947;-23799
502.951;-23834
504.07;-24101
504.074;-24111
505.022;-24242
844.006;-42231
945.134;-42579
803.521;-41951
822.245;-42119
819.698;-42083
816.959;-42057
816.717;-42022
932.099;-42567
845.038;-42287
823.041;-42122
876.47;-42408
876.316;-42404
871.413;-42375
872.59;-42389
870.746;-42372
896.344;-42488
922.187;-42552
916.873;-42547
863.396;-42371
929.099;-42559
855.678;-42298
923.773;-42558
844.998;-42252
745.005;-41356
710.037;-40966
746.172;-41416
700.505;-40895
798.306;-41904
712.724;-40980
728.435;-41290
694.926;-40754
749.994;-41515
746.1;-41370
677.94;-40349
770.698;-41722
713.221;-41004
735.94;-41346
713.391;-41106
798.852;-41905
796.469;-41881
732.105;-41291
746.83;-41496
715.53;-41130
722.439;-41156
781.439;-41761
758.949;-41572
733.159;-41336
795.354;-41859
795.053;-41855
727.313;-41188
796.952;-41883
794.958;-41853
680.121;-40453
767.761;-41640
770.186;-41675
794.416;-41848
687.954;-40623
755.78;-41553
768.379;-41647
768.283;-41645
685.517;-40600
698.658;-40759
698.431;-40755
688.741;-40652
633.111;-38592
703.495;-40954
769.725;-41673
651.3;-39313
792.905;-41831
647.502;-39281
652.282;-39592
766.32;-41623
656.961;-39731
661.839;-39960
633.803;-38704
652.008;-39513
633.416;-38671
617.313;-37761
666.191;-40106
639.544;-38766
631.97;-38482
699.475;-40818
604.401;-36964
614.874;-37546
641.255;-38954
744.765;-41354
661.653;-39825
616.622;-37685
672.668;-40320
643.4;-39166
641.331;-39093
658.219;-39812
641.962;-39156
666.144;-40082
680.624;-40459
668.695;-40107
644.145;-39279
630.948;-38442
662.724;-40076
689.346;-40736
652.983;-39708
671.562;-40289
621.077;-37871
672.283;-40300
673.154;-40322
669.46;-40201
641.587;-39129
635.14;-38765
622.187;-37925
781.37;-41727
805.434;-41952
853.415;-42293
841.02;-42212
951.023;-42590
957.353;-42594
960.653;-42595
493.658;-21279
494.784;-21773
495.234;-21853
495.332;-22035
496.856;-22235
497.571;-22596
497.867;-22637
499.64;-23281
499.889;-23649
501.461;-23659
503.281;-24061
504.383;-24216
505.081;-25006
506.259;-25336
506.31;-25483
508.028;-25987
509.701;-26321
510.398;-26555
510.799;-26648
511.599;-26771
511.606;-26815
512.518;-26982
513.357;-27105
513.535;-27238
514.226;-27339
514.628;-27432
514.636;-27476
515.473;-27599
515.651;-27732
516.333;-27781
517.56;-27906
518.017;-27934
518.203;-28067
518.806;-28260
518.984;-28393
519.86;-28516
520.572;-28561
521.006;-28684
522.467;-28710
523.262;-28819
523.543;-29262
525.184;-29345
526.828;-29507
527.089;-29538
527.544;-29661
528.421;-29674
529.573;-29699
529.58;-29936
530.076;-29958
530.652;-29990
531.466;-30168
531.68;-30171
532.181;-30322
532.806;-30481
533.738;-30553
535.825;-30568
536.737;-30784
537.272;-30859
538.305;-31203
540.221;-31250
540.638;-31592
542.796;-31607
543.697;-31679
544.941;-31953
546.43;-31979
546.535;-31987
547.257;-32007
547.347;-32047
547.583;-32111
547.595;-32155
548.517;-32424
550.518;-32428
550.853;-32542
551.552;-32793
553.043;-32857
553.742;-32986
554.878;-33024
555.396;-33033
555.897;-33106
556.383;-33159
559.042;-33621
560.016;-33676
560.531;-33685
561.22;-33770
561.734;-33779
562.158;-33834
562.949;-33861
563.964;-33916
565.224;-34010
566.369;-34100
567.991;-34205
568.352;-34354
569.48;-34508
570.465;-34607
572.743;-34756
573.688;-34803
574.027;-34838
574.734;-34858
576.506;-34986
577.085;-35033
577.93;-35077
578.961;-35176
579.957;-35191
580.689;-35308
581.258;-35373
582.177;-35485
583.947;-35504
584.701;-35605
584.812;-35661
585.527;-35681
585.776;-35704
585.881;-35725
586.61;-35780
588.739;-35789
589.314;-35852
589.558;-35955
590.367;-36099
592.192;-36118
593.593;-36160
594.355;-36206
594.881;-36338
596.385;-36441
598.651;-36450
598.71;-36452
599.723;-36572
601.227;-36675
602.289;-36718
