915.669;-42539
913.237;-42529
908.963;-42509
904.213;-42505
901.411;-42503
900.29;-42494
892.382;-42479
890.134;-42469
890.084;-42465
889.288;-42442
886.76;-42437
882.207;-42433
879.31;-42431
876.305;-42394
871.57;-42378
856.37;-42306
854.286;-42296
843.397;-42227
842.841;-42221
837.445;-42209
835.707;-42203
834.912;-42180
832.738;-42166
830.779;-42162
827.419;-42142
826.852;-42131
820.516;-42101
818.671;-42070
814.056;-42021
811.61;-41999
811.41;-41969
810.356;-41966
806.318;-41960
789.792;-41804
788.257;-41798
780.981;-41723
641.107;-38767
630.808;-38326
630.366;-38290
630.253;-38281
629.634;-38251
628.66;-38228
626.872;-38197
626.14;-38158
626.033;-38140
625.301;-38101
623.989;-38060
623.169;-38003
622.736;-37933
621.198;-37888
620.689;-37835
620.07;-37804
619.605;-37774
616.01;-37575
615.671;-37548
614.438;-37464
613.877;-37433
613.635;-37426
613.225;-37394
613.091;-37376
612.468;-37349
612.439;-37337
611.265;-37310
610.855;-37278
610.826;-37266
610.102;-37221
610.039;-37152
609.753;-37123
609.49;-37117
608.529;-37093
608.478;-37092
608.004;-37060
607.853;-37053
607.782;-37036
607.548;-37015
607.009;-36976
604.158;-36796
603.728;-36752
603.276;-36720
466.413;-1828
466.631;-2767
466.632;-2814
466.859;-3753
467.097;-4133
467.097;-4264
467.098;-4396
467.346;-4644
467.346;-4776
467.346;-4907
467.606;-5287
467.879;-5861
468.301;-6175
468.447;-6191
468.587;-6749
468.881;-6802
469.029;-7175
469.181;-7376
469.329;-7749
469.636;-7802
469.949;-8470
470.269;-8523
470.59;-8682
470.593;-8740
470.6;-9097
471.239;-9403
471.242;-9461
471.404;-9606
471.922;-10123
472.085;-10327
472.431;-10415
472.455;-10652
472.799;-10989
473.19;-11314
473.357;-11372
473.717;-11709
474.131;-12034
558.121;-33238
558.632;-33265
558.664;-33281
567.141;-34112
567.715;-34155
576.327;-34886
576.419;-34890
580.531;-35196
580.686;-35242
589.076;-35796
593.421;-36155
598.759;-36464
599.126;-36508
600.644;-36573
600.837;-36590
603.558;-36724
603.941;-36768
604.134;-36785
566.181;-34012
466;0
