8446.32;-838
8446.71;-957
8451.55;-1540
8451.94;-1659
8459.77;-2181
8460.17;-2300
8479.92;-2765
8480.31;-2884
8485.11;-3015
8491.51;-3134
8510.41;-3663
8510.82;-3782
8523.71;-3913
8524.12;-4032
14072.2;-16716
8438;0
8438.62;-119
8440.87;-210
8444.63;-214
8476.59;-2394
8498.89;-3261
8501.73;-3364
8527.38;-4231
8537.89;-4326
8546.75;-4385
8556.22;-4476
8564.27;-4493
8565.91;-4937
8566.6;-5056
8577.59;-5147
8583.89;-5164
8592.94;-5223
8601.98;-5799
8612.57;-5890
8613.86;-5894
8625.44;-5985
8652.18;-5989
8653.3;-6474
8665.06;-6597
8677.48;-6688
8679.29;-6692
8693.02;-6783
8706.52;-7181
8721.03;-7276
8766.26;-7371
8784.16;-7699
8786.15;-7703
8800.53;-7794
8813.4;-7983
8825.76;-8156
8840.24;-8247
8842.73;-8251
8858.93;-8342
8887.07;-8508
8906.53;-8603
8910.48;-8678
8930.92;-8889
8946.46;-8958
8950.71;-8984
8964.97;-9049
8969.05;-9053
8979.39;-9150
8984.72;-9225
9015.63;-9310
9033.67;-9486
9041.6;-9600
9061.12;-9691
9093.4;-9861
9113.26;-9881
9113.7;-9952
9113.81;-10027
9145.54;-10073
9148.59;-10148
9166.77;-10288
9219.57;-10500
9264.99;-10660
9268.21;-10709
9270.9;-10784
9290.73;-10950
9313.56;-11041
9346.51;-11136
9348.32;-11211
9372.13;-11302
9378.81;-11306
9406.9;-11397
9462.21;-11600
9475.02;-11691
9507.6;-11773
9510.25;-11861
9539.23;-11952
9589.64;-12081
9590.76;-12200
9699.49;-12304
9717.94;-12470
9719.15;-12589
9788.25;-12731
9789.5;-12850
9837.97;-12945
9881.51;-13036
9918.9;-13139
9970.61;-13234
10046.4;-13281
10047.8;-13400
10086.3;-13491
10086.6;-13495
10123.9;-13499
10186.9;-13594
10201.3;-13650
10222.2;-13731
10263.8;-13741
10265.7;-13822
10305.4;-13913
10380.4;-14008
10414.8;-14012
10444.4;-14037
10459;-14072
10502.2;-14107
10520.4;-14244
10539.4;-14298
10576.2;-14335
10599.4;-14389
10639.6;-14393
10666.4;-14397
10770.2;-14548
10778.1;-14629
10868.1;-14720
10903.2;-14724
10907.4;-14811
10988.1;-14902
11061.5;-14906
11063.5;-14910
11121.8;-14970
11157.1;-15001
11184.4;-15023
11186.6;-15142
11283.5;-15233
11363.5;-15241
11477.8;-15332
11505;-15392
11576.2;-15420
11631;-15483
11689.2;-15499
11702.4;-15511
11788.2;-15519
11869.2;-15582
11914.1;-15620
11916.9;-15739
11937.2;-15751
12060.1;-15830
12096.9;-15842
12185.8;-15850
12323.6;-15929
12329.8;-15989
12381.1;-16001
12409.6;-16017
12528.8;-16080
12609.2;-16108
12698.8;-16116
12873.6;-16179
12876.2;-16229
12880.2;-16348
13151.5;-16439
13236.6;-16447
13509.5;-16479
13514.6;-16598
