585;56575.2
654;56346
691;56242.4
704;56206
710;56198.6
714;56187.4
717;56179
727;56151
658;56334.8
671;56298.4
672;56295.6
621;56438.4
638;56390.8
644;56374
674;56290
685;56268.6
687;56253.6
694;56234
700;56226.6
152;98662.3
661;56326.4
677;56281.6
597;56523.6
599;56500
609;56472
612;56463.6
622;56435.6
631;56410.4
639;56388
641;56382.4
664;56318
681;56270.4
662;56323.6
159;92079.7
611;56466.4
628;56418.8
629;56416
648;56362.8
579;56592
565;56671.7
542;56808.1
161;90441.2
608;56474.8
598;56502.8
584;56579.2
472;57439
659;56332
655;56343.2
642;56379.6
626;56424.4
554;56737
486;57256.5
668;56316.2
615;56455.2
645;56371.2
557;56722.3
543;56805
552;56748.3
553;56744
564;56680.2
632;56407.6
649;56360
568;56664.5
625;56427.2
616;56452.4
171;83776.8
328;60846.9
606;56480.4
158;92371.1
164;88349.5
524;56912.2
337;60370.3
593;56539.3
520;56932.7
530;56874.7
538;56832.5
287;63268.4
546;56783.4
540;56819.4
511;56996.9
459;57609.9
271;64342.2
514;56970.2
516;56961.6
580;56589.2
572;56637.1
555;56734
248;66052.3
510;57002.4
549;56764.5
539;56826.8
162;89659.2
478;57362.3
534;56854.2
471;57454.1
406;58446.4
393;58699.5
547;56777.3
591;56544.9
594;56532
501;57112
181;78862.8
180;78946.5
449;57742.3
450;57733.7
577;56615.6
588;56568
550;56762.9
535;56851.2
527;56899.3
448;57747.3
441;57843.2
303;62039.9
301;62327.2
566;56670.4
489;57232.1
473;57410.4
462;57578
447;57782.6
446;57802.4
396;58652.9
387;58809.2
381;58938.2
380;58989.8
376;59100.3
365;59315.4
330;60687.8
327;60890.2
286;63382.5
179;80399.1
262;65088.1
416;58218.6
523;56915.3
311;61697.6
201;70936.2
202;70398.2
452;57689.4
479;57352
589;56553.5
528;56895
392;58769.2
175;82076.5
174;82787
548;56773
323;60925.4
322;61095.2
302;62313
242;66669.7
536;56841.4
186;76709.1
185;76968.7
399;58534.3
423;58150.8
280;63821.8
494;57175.9
274;64190.4
160;91771.3
519;56939.7
529;56881.7
561;56696.1
569;56661.7
360;59524.9
362;59459.8
545;56787.7
217;68723.1
220;68613.9
192;74183.4
193;73754.4
454;57657.8
571;56641.1
291;63086
451;57697.9
456;57650.6
190;74924.2
191;74606
194;73005.5
445;57802.6
227;67980.5
228;67858.7
241;66851.4
246;66492.4
258;65362.9
313;61585.1
434;57914.7
184;77525.9
338;60200.4
261;65149
270;64530.2
281;63759.2
481;57331.9
583;56582
155;94809.9
154;94817.9
329;60769.4
332;60439.4
493;57195.1
466;57515.5
567;56667.3
316;61278.1
477;57377.9
153;96402.1
163;89350.7
563;56683.3
556;56725.4
498;57138.7
496;57144.3
495;57147.1
350;59791.7
229;67807.9
582;56583.6
570;56660.7
559;56708
292;62826.8
295;62718.8
315;61361.9
439;57907.1
306;62027
257;65385.2
256;65492.9
245;66499.5
253;65796.3
249;65858.6
235;67137
234;67348.8
232;67429.5
230;67578.3
206;70005.7
240;66906.6
288;63116.5
518;56950
533;56860
544;56797.7
195;72797.7
309;61737.4
485;57287.4
409;58401.1
178;81103
177;81559
364;59384.1
443;57804.8
440;57852.9
428;57972.8
427;58042.9
422;58163.2
410;58242.9
318;61153.6
317;61239.1
314;61475.6
463;57558.2
405;58491.3
391;58783.5
384;58867.2
307;61739.4
285;63485.7
424;58061.9
573;56626.8
482;57321.5
469;57461.5
465;57545.6
358;59605.8
355;59620.2
354;59677.8
522;56921.1
378;59041.3
147;104243
145;104279
144;104770
143;104998
142;105349
484;57296.1
407;58402.6
397;58568.2
296;62626.2
200;71433.2
198;71833.4
196;72221
187;76260.7
188;75674.4
273;64263.4
283;63490.9
373;59122.6
370;59194.6
369;59268.4
442;57842.7
148;99511.4
150;99488.3
508;57003.8
502;57083.6
551;56754.1
167;85847.6
363;59423.9
260;65228.8
525;56904.9
526;56900.6
487;57254.4
157;92562.8
345;60075.4
531;56870.4
480;57347.1
221;68320.6
222;68295.4
226;68131.3
453;57670.2
521;56929.6
239;66924
208;69867.2
483;57314.3
156;92925
503;57070.7
176;82059.3
219;68672.5
264;64744.2
294;62774.1
537;56835.6
596;56526.4
541;56813.6
166;87938.4
504;57048
506;57039.4
507;57029.3
458;57619.1
576;56624.1
237;67067.8
340;60166.4
331;60626.6
351;59758.6
269;64545.5
268;64643.6
267;64654.7
289;63099.4
298;62405.9
244;66623.5
224;68170.3
238;66994.3
263;65002.4
169;85283.9
213;68972
279;63832
282;63584.5
386;58832.7
182;78041.9
344;60092.4
170;84382.3
297;62508.9
247;66388.9
265;64720.8
361;59494.4
210;69655.4
211;69440.4
204;70270.7
419;58170.9
277;63961.4
276;64151.2
348;59924.7
347;59942.9
254;65627.2
515;56962.9
532;56864.3
500;57124.2
558;56716.8
578;56612.8
491;57204.9
517;56956.1
499;57128.8
512;56987.7
513;56974.8
312;61638
